Id,MatchId,PlayerId,Average,CheckoutPercentage,Total180s,Total140s,HighestCheckout,LegsWon,SetsWon
600,300,1,101.59,62.5,3,10,125,10,null
601,301,23,98.61,35.71,9,23,131,10,null
602,301,47,93.14,36.36,5,19,161,8,null
603,302,12,99.92,34.48,7,22,81,10,null
604,302,9,95.05,37.5,3,9,75,6,null
605,303,2,107.30,47.62,7,18,102,10,null
606,303,18,99.82,44.44,3,16,161,4,null
607,304,12,99.35,40,8,23,121,10,null
608,304,23,98.45,31.82,7,19,60,7,null
609,305,6,92.14,32.26,4,14,116,10,null
610,305,21,93.17,44.44,2,15,108,8,null
611,306,5,99.89,52.63,10,21,161,10,null
612,306,1,102.08,37.5,7,23,96,9,null
613,307,6,95.61,46.15,2,13,126,6,null
614,307,2,106.62,35.48,10,26,124,11,null
615,308,12,95.52,18.18,5,12,100,2,null
616,308,5,99.53,50,8,17,130,11,null
617,309,2,101.51,39.29,9,18,91,11,null
618,309,5,88.06,11.76,1,16,85,2,null
619,310,8,90.11,17.65,4,6,76,3,null
620,310,3,95.36,33.33,2,8,109,6,null
621,311,2,97.03,33.33,4,14,110,6,null
622,311,7,100.21,29.41,3,11,104,5,null
623,312,9,111.19,60,7,12,116,6,null
624,312,1,98.60,36.36,4,12,141,4,null
625,313,4,97.06,33.33,2,5,80,2,null
626,313,23,106.46,60,6,13,140,6,null
627,314,3,90.41,25,1,4,110,2,null
628,314,2,106.11,40,3,11,86,6,null
629,315,9,106.91,33.33,4,13,141,5,null
630,315,23,96.49,54.55,2,11,120,6,null
631,316,2,100.47,42.86,5,8,99,6,null
632,316,23,94.54,37.5,2,6,50,3,null
633,317,19,86.33,50,0,8,96,6,null
634,317,156,81.68,27.78,3,5,44,5,null
635,318,17,87.80,37.5,1,7,170,6,null
636,318,121,86.09,50,0,8,72,3,null
637,319,21,97.84,50,3,10,125,6,null
638,319,24,98.26,35.71,4,11,64,5,null
639,320,18,96.12,50,2,10,111,6,null
640,320,67,91.60,57.14,3,9,101,4,null
641,321,14,92.48,42.86,3,10,121,6,null
642,321,178,86.87,29.41,1,9,54,5,null
643,322,33,97.24,25,6,12,156,5,null
644,322,55,96.75,37.5,2,7,170,6,null
645,323,24,91.91,40,2,8,67,6,null
646,323,179,82.90,33.33,2,6,40,2,null
647,324,27,105.99,60,3,12,130,6,null
648,324,64,86.19,50,0,2,25,1,null
649,325,20,98.16,37.5,2,10,65,6,null
650,325,127,85.25,40,2,7,110,2,null
651,326,31,88.47,35.29,1,4,130,6,null
652,326,180,87.84,36.36,5,8,57,4,null
653,327,29,88.26,26.09,3,10,81,6,null
654,327,74,86.69,23.81,1,6,66,5,null
655,328,28,98.06,60,3,8,80,6,null
656,328,80,97.01,44.44,4,12,100,4,null
657,329,12,99.69,75,2,9,47,3,null
658,329,181,95.68,37.5,2,12,120,6,null
659,330,35,91.70,42.86,2,9,86,6,null
660,330,86,88.86,28.57,1,5,40,4,null
661,331,39,86.64,54.55,2,11,80,6,null
662,331,173,84.12,38.46,2,11,57,5,null
663,332,32,98.04,60,2,9,129,6,null
664,332,99,89.62,40,2,8,144,4,null
665,333,1,92.61,30.77,3,9,40,4,null
666,333,19,100.45,33.33,5,13,122,6,null
667,334,22,88.69,30,2,4,84,3,null
668,334,17,96.46,46.15,2,12,106,6,null
669,335,10,94.93,54.55,2,5,85,6,null
670,335,21,80.32,0,1,2,0,0,null
671,336,8,112.42,75,4,10,90,6,null
672,336,18,105.03,40,3,9,87,2,null
673,337,9,98.80,100,3,4,72,2,null
674,337,14,112.60,85.71,5,9,110,6,null
675,338,16,95.77,22.22,2,7,160,2,null
676,338,55,92.47,50,3,6,92,6,null
677,339,4,95.61,46.15,2,10,84,6,null
678,339,25,93.78,33.33,4,10,78,3,null
679,340,15,90.77,40,1,5,52,2,null
680,340,27,92.21,60,3,7,119,6,null
681,341,2,94.36,42.86,2,5,95,6,null
682,341,20,95.48,25,3,9,65,3,null
683,342,11,95.61,50,2,5,20,2,null
684,342,31,100.10,54.55,1,10,170,6,null
685,343,13,90.40,28.57,2,12,105,6,null
686,343,29,83.79,42.86,0,5,40,3,null
687,344,23,98.30,41.67,3,10,60,5,null
688,344,28,94.08,46.15,1,7,84,5,null
689,345,3,93.86,44.44,2,4,136,4,null
690,345,181,94.29,27.27,4,12,100,6,null
691,346,5,88.91,50,2,12,140,6,null
692,346,35,90.28,50,2,8,112,4,null
693,347,6,92.83,27.27,3,11,70,6,null
694,347,39,99.24,33.33,6,13,121,5,null
695,348,7,89.95,26.32,2,12,116,5,null
696,348,32,90.60,24,2,12,52,6,null
697,349,19,102.81,35.29,4,11,54,6,null
698,349,17,98.40,50,2,12,126,3,null
699,350,10,90.67,33.33,1,4,97,3,null
700,350,8,101.30,46.15,2,9,143,6,null
701,351,14,99.59,60,2,12,125,6,null
702,351,55,100.88,66.67,1,9,148,4,null
703,352,4,100.34,54.55,4,8,128,6,null
704,352,27,98.39,33.33,5,9,24,2,null
705,353,2,101.81,37.5,4,10,85,6,null
706,353,31,96.94,50,2,10,113,4,null
707,354,13,90.71,37.5,4,7,97,6,null
708,354,28,97.93,38.46,2,13,67,5,null
709,355,181,89.34,23.53,0,11,59,4,null
710,355,5,87.11,37.5,3,12,85,6,null
711,356,6,96.61,66.67,3,12,121,6,null
712,356,32,95.52,29.41,6,13,52,5,null
713,357,19,97.66,37.5,0,4,170,6,null
714,357,8,97.98,28.57,2,10,72,4,null
715,358,14,89.63,37.5,2,8,117,6,null
716,358,4,87.68,41.67,1,6,85,5,null
717,359,2,103.91,50,3,8,170,6,null
718,359,13,91.27,80,2,7,127,4,null
719,360,5,90.62,42.86,2,10,103,6,null
720,360,6,92.30,36.36,2,9,82,4,null
721,361,19,96.95,36.84,4,12,78,7,null
722,361,14,95.50,35.29,6,14,81,6,null
723,362,2,103.50,43.75,7,13,54,7,null
724,362,5,92.64,42.86,1,6,118,3,null
725,363,19,92.25,38.46,6,11,116,5,null
726,363,2,102.87,53.33,6,13,81,8,null
727,364,1,99.49,30.77,1,9,,100,4,null
728,364,2,100.15,46.15,3,10,164,6,null
729,365,9,100.90,85.71,1,9,144,6,null
730,365,7,98.79,28.57,3,9,80,2,null
731,366,4,102.11,44.44,4,14,170,4,null
732,366,8,97.86,50,3,11,141,6,null
733,367,23,89.04,36.36,1,6,148,4,null
734,367,3,95.13,31.58,4,11,36,6,null
735,368,2,107.82,60,6,14,167,6,null
736,368,9,103.88,75,1,6,85,3,null
737,369,8,107.25,54.55,4,6,128,6,null
738,369,3,97.58,20,2,7,40,1,null
739,370,2,103.39,23.08,7,10,85,3,null
740,370,8,94.10,54.55,2,7,123,6,null
741,371,7,90.27,37.5,3,9,62,6,null
742,371,4,87.05,11.76,4,8,52,2,null
743,372,1,101.93,44.44,3,11,121,4,null
744,372,3,104.04,54.55,4,14,71,6,null
745,373,2,102.21,50,6,13,100,6,null
746,373,23,88.73,30,0,5,90,3,null
747,374,8,97.10,50,1,8,74,5,null
748,374,9,89.40,40,3,9,170,6,null
749,375,7,82.28,33.33,1,2,52,1,null
750,375,3,91.53,31.58,3,6,112,6,null
751,376,2,107.67,54.55,6,11,120,6,null
752,376,9,99.80,33.33,4,5,48,2,null
753,377,3,101.41,50,4,12,85,4,null
754,377,2,112.50,42.86,10,18,141,6,null
755,378,32,97.02,33.33,3,8,124,4,null
756,378,181,100.35,46.15,3,12,121,6,null
757,379,29,93.58,54.55,2,6,86,6,null
758,379,183,87.26,23.08,0,5,60,3,null
759,380,28,94.93,75,0,8,136,6,null
760,380,42,93.96,25,2,8,40,2,null
761,381,25,87.42,54.55,0,6,126,6,null
762,381,184,76.42,50,1,2,110,2,null
763,382,17,94.29,33.33,0,8,43,6,null
764,382,85,87.60,16.67,1,8,52,2,null
765,383,31,94.42,42.86,3,11,120,6,null
766,383,95,87.30,25,1,7,20,4,null
767,384,35,94.91,30.77,2,8,117,4,null
768,384,45,95.55,30,3,8,108,6,null
769,385,14,106.44,66.67,4,11,121,6,null
770,385,185,91.66,33.33,3,6,78,1,null
771,386,27,90.57,23.53,1,9,36,4,null
772,386,72,95.34,27.27,5,7,103,6,null
773,387,18,92.43,50,0,8,164,6,null
774,387,56,84.12,31.25,3,9,78,5,null
775,388,20,99.10,42.86,2,8,130,6,null
776,388,186,84.71,0,1,3,0,0,null
777,389,39,98.19,60,3,13,126,6,null
778,389,187,91.55,50,3,6,85,5,null
779,390,26,94.97,50,3,10,100,6,null
780,390,41,80.05,33.33,0,2,80,2,null
781,391,24,90.18,66.67,0,4,72,6,null
782,391,30,81.41,0,0,3,0,0,null
783,392,33,99.91,66.67,3,10,100,6,null
784,392,53,99.37,40,5,8,170,2,null
785,393,19,93.61,54.55,2,8,120,6,null
786,393,38,90.38,42.86,1,7,142,3,null
787,394,1,101.35,40,1,8,134,6,null
788,394,181,102.88,30.77,2,13,127,4,null
789,395,21,94.27,42.86,2,9,121,6,null
790,395,29,87.82,22.22,1,7,40,2,null
791,396,23,88.59,37.5,2,11,68,6,null
792,396,28,91.02,50,1,7,170,5,null
793,397,7,101.73,44.44,2,8,146,4,null
794,397,25,111.07,40,5,14,89,6,null
795,398,6,89.93,20,2,7,16,1,null
796,398,17,106.78,60,3,11,121,6,null
797,399,11,95.11,35.29,5,13,120,6,null
798,399,31,90.51,21.05,3,10,97,4,null
799,400,13,97.32,66.67,2,7,85,6,null
800,400,45,86.63,25,1,6,66,1,null
801,401,5,98.10,14.29,2,9,113,2,null
802,401,14,99.34,50,5,11,96,6,null
803,402,3,101.23,40,4,11,86,6,null
804,402,72,98.90,38.46,3,10,96,5,null
805,403,12,97.76,33.33,3,12,60,4,null
806,403,18,100.46,40,3,11,121,6,null
807,404,8,103.74,60,4,11,167,6,null
808,404,20,105.62,30.77,5,12,96,4,null
809,405,15,99.96,31.25,3,13,105,5,null
810,405,39,93.91,37.5,6,14,48,6,null
811,406,9,99.02,46.15,3,10,100,6,null
812,406,26,92.28,44.44,1,8,111,4,null
813,407,22,98.29,66.67,5,8,121,4,null
814,407,24,98.48,42.86,2,7,167,6,null
815,408,10,91.40,35.71,3,8,124,5,null
816,408,33,92.04,42.86,4,8,61,6,null
817,409,16,105.42,30.77,2,10,100,4,null
818,409,19,105.25,46.15,3,12,88,6,null
819,410,1,95.96,24,7,16,78,6,null
820,410,21,91.66,62.5,1,9,80,5,null
821,411,23,100.63,46.15,2,10,130,6,null
822,411,25,102.08,45.45,2,13,93,5,null
823,412,17,98.01,45.45,3,10,110,5,null
824,412,11,97.85,54.55,2,10,108,6,null
825,413,13,96.51,30.77,2,6,94,4,null
826,413,14,96.67,60,4,11,142,6,null
827,414,3,99.00,37.5,5,10,104,6,null
828,414,18,102.59,28.57,5,13,120,4,null
829,415,8,110.83,54.55,4,9,108,6,null
830,415,39,100.00,42.86,5,8,68,3,null
831,416,9,92.09,57.14,1,9,170,4,null
832,416,24,88.86,42.86,2,6,124,6,null
833,417,33,90.71,33.33,3,11,55,6,null
834,417,19,89.23,35.71,2,8,102,5,null
835,418,1,96.37,20,3,5,52,1,null
836,418,23,106.72,42.86,5,9,83,6,null
837,419,11,96.19,30,5,14,88,6,null
838,419,14,95.54,31.25,4,12,121,5,null
839,420,3,97.93,50,2,8,87,6,null
840,420,8,107.40,57.14,5,15,116,4,null
841,421,24,99.74,54.55,1,6,105,6,null
842,421,33,77.14,33.33,3,7,40,3,null
843,422,23,98.66,58.33,7,11,170,7,null
844,422,11,103.72,60,5,13,76,6,null
845,423,3,98.24,25,1,7,92,5,null
846,423,24,95.91,50,3,12,121,7,null
847,424,23,98.19,32,5,15,92,8,null
848,424,24,93.71,28.57,2,10,51,4,null
849,425,2,109.98,50,5,10,110,6,null
850,425,4,102.15,0,2,5,0,0,null
851,426,8,86.17,22.22,1,5,36,2,null
852,426,9,100.87,40,2,9,129,6,null
853,427,1,92.93,40,1,8,40,6,null
854,427,7,93.60,33.33,2,9,112,3,null
855,428,3,96.04,35.71,4,12,47,5,null
856,428,23,97.09,42.86,3,9,130,6,null
857,429,2,97.51,40,4,13,80,6,null
858,429,9,94.98,37.5,2,10,81,3,null
859,430,1,106.73,42.86,2,11,54,6,null
860,430,23,101.18,45.45,5,11,142,5,null
861,431,2,93.62,40,1,9,106,6,null
862,431,1,93.31,10,3,5,8,1,null
863,432,23,100.23,25,5,11,81,2,null
864,432,4,103.40,54.55,4,12,81,6,null
865,433,1,98.00,42.86,1,8,88,6,null
866,433,9,99.68,23.08,3,7,110,3,null
867,434,7,93.23,54.55,2,4,82,6,null
868,434,2,93.28,15.38,4,10,64,2,null
869,435,4,95.66,40,3,5,71,6,null
870,435,1,87.83,20,1,5,24,2,null
871,436,7,96.94,22.22,1,6,96,2,null
872,436,8,92.42,37.5,4,9,64,6,null
873,437,4,93.73,33.33,5,9,107,6,null
874,437,8,93.12,22.73,2,11,76,5,null
875,438,32,101.76,54.55,6,11,90,6,null
876,438,72,101.73,33.33,1,8,68,3,null
877,439,29,88.38,33.33,3,10,81,6,null
878,439,34,85.83,14.29,3,4,50,2,null
879,440,41,92.96,57.14,4,10,100,4,null
880,440,68,98.60,50,3,8,110,6,null
881,441,39,90.89,50,4,7,109,6,null
882,441,87,84.67,25,0,6,64,1,null
883,442,20,100.86,37.5,2,10,85,3,null
884,442,99,102.40,42.86,3,12,110,6,null
885,443,33,89.29,50,0,4,145,6,null
886,443,188,76.56,0,1,4,0,0,null
887,444,35,103.43,46.15,2,8,40,6,null
888,444,189,90.79,25,1,6,65,1,null
889,445,25,94.33,33.33,0,5,122,4,null
890,445,75,89.49,46.15,1,8,80,6,null
891,446,26,98.61,50,3,9,96,6,null
892,446,47,95.18,50,3,7,52,3,null
893,447,18,93.83,33.33,3,6,104,6,null
894,447,190,75.17,16.67,1,2,5,1,null
895,448,19,89.94,42.86,0,8,75,6,null
896,448,183,91.86,23.08,2,7,40,3,null
897,449,30,85.91,42.86,3,6,72,6,null
898,449,58,85.73,12.5,2,6,52,1,null
899,450,17,102.68,37.5,5,11,100,6,null
900,450,156,92.47,22.22,4,9,75,2,null
901,451,21,91.79,50,4,7,108,3,null
902,451,64,95.86,54.55,0,9,104,6,null
903,452,31,94.77,54.55,0,5,93,6,null
904,452,55,91.28,25,1,7,40,3,null
905,453,28,90.17,33.33,2,8,67,6,null
906,453,191,88.91,28.57,3,9,161,4,null
907,454,1,99.84,60,5,11,60,6,null
908,454,32,84.84,50,1,3,92,1,null
909,455,14,100.96,54.55,5,13,100,6,null
910,455,29,90.47,40,1,3,74,2,null
911,456,10,88.90,42.86,3,10,72,6,null
912,456,68,91.67,28.57,0,6,32,2,null
913,457,7,91.89,17.65,2,10,122,3,null
914,457,39,93.65,46.15,2,6,96,6,null
915,458,4,104.91,50,3,16,170,6,null
916,458,99,101.40,26.67,3,8,119,4,null
917,459,5,100.31,31.25,3,13,100,5,null
918,459,33,100.03,60,5,12,124,6,null
919,460,6,81.40,66.67,1,3,80,2,null
920,460,35,97.20,37.5,4,10,109,6,null
921,461,15,91.88,26.67,3,8,81,4,null
922,461,75,93.32,33.33,3,12,81,6,null
923,462,49,82.32,0,1,2,0,0,null
924,462,26,92.97,42.86,1,8,65,6,null
925,463,12,107.61,50,4,12,103,6,null
926,463,18,98.16,100,3,10,149,4,null
927,464,8,98.59,46.15,4,8,119,6,null
928,464,19,100.59,50,3,12,87,4,null
929,465,23,91.45,42.86,2,6,52,6,null
930,465,30,80.11,20,0,5,52,1,null
931,466,22,90.68,37.5,4,10,126,6,null
932,466,64,86.67,44.44,2,7,62,4,null
933,467,13,97.70,60,4,9,126,6,null
934,467,31,99.69,25,3,5,124,2,null
935,468,16,88.78,27.27,3,9,104,6,null
936,468,28,90.38,35.71,0,6,126,5,null
937,469,1,104.36,46.15,3,13,48,6,null
938,469,14,94.55,33.33,4,7,124,2,null
939,470,10,92.53,33.33,2,5,66,2,null
940,470,39,88.63,37.5,4,6,116,6,null
941,471,4,105.51,40,6,10,96,6,null
942,471,33,95.26,57.14,2,10,81,4,null
943,472,35,97.89,38.46,4,13,81,5,null
944,472,75,104.52,37.5,6,15,81,6,null
945,473,26,95.42,44.44,2,11,121,4,null
946,473,12,91.99,66.67,2,9,170,6,null
947,474,8,105.24,38.46,5,11,87,5,null
948,474,23,103.02,60,2,12,148,6,null
949,475,17,100.20,75,3,5,120,6,null
950,475,22,91.86,0,1,7,0,0,null
951,476,13,92.85,16.67,3,8,48,1,null
952,476,16,98.01,75,2,9,141,6,null
953,477,1,103.14,37.5,3,15,40,6,null
954,477,39,98.24,23.08,3,12,32,3,null
955,478,4,94.69,30,4,13,104,6,null
956,478,75,85.27,14.29,0,7,16,2,null
957,479,12,92.38,33.33,3,10,72,2,null
958,479,23,97.14,35.29,5,13,32,6,null
959,480,17,97.79,40,2,11,52,6,null
960,480,16,88.86,33.33,2,8,160,2,null
961,481,1,103.99,75,6,12,92,6,null
962,481,4,101.95,46.67,5,21,58,7,null
963,482,23,104.11,36.84,6,17,81,7,null
964,482,17,93.83,26.67,3,7,116,4,null
965,483,4,100.19,44.44,6,16,100,8,null
966,483,23,91.36,41.67,4,12,130,5,null
967,484,7,94.32,57.14,1,6,126,4,null
968,484,3,97.20,66.67,2,9,111,6,null
969,485,23,96.00,100,2,5,130,6,null
970,485,9,97.93,40,3,9,127,2,null
971,486,2,103.93,54.55,1,10,108,6,null
972,486,8,103.47,50,5,11,141,3,null
973,487,4,105.33,20,4,9,20,1,null
974,487,1,118.43,66.67,5,11,142,6,null
975,488,3,85.59,50,2,6,68,2,null
976,488,23,101.31,37.5,4,10,116,6,null
977,489,2,96.63,19.05,6,12,84,4,null
978,489,1,93.80,46.15,3,9,85,6,null
979,490,23,95.29,33.33,5,12,66,6,null
980,490,1,98.55,22.22,2,9,69,4,null
981,491,7,100.49,54.55,6,8,126,6,null
982,491,1,90.17,30,0,11,60,3,null
983,492,8,94.19,50,2,6,112,3,null
984,492,23,97.02,35.29,4,12,170,6,null
985,493,4,99.76,50,3,11,96,6,null
986,493,3,89.86,41.67,4,10,106,5,null
987,494,2,108.56,66.67,4,14,145,6,null
988,494,9,110.15,41.67,4,9,76,5,null
989,495,7,100.67,66.67,6,8,127,6,null
990,495,23,90.03,12.5,4,9,22,2,null
991,496,4,106.48,50,2,15,84,6,null
992,496,2,101.39,41.67,5,11,56,5,null
993,497,7,101.84,66.67,2,7,92,6,null
994,497,4,97.12,50,3,7,40,2,null
995,498,31,87.05,38.46,1,6,56,5,null
996,498,86,89.66,42.86,5,11,108,6,null
997,499,28,84.82,25,1,7,92,4,null
998,499,43,87.98,37.5,1,9,116,6,null
999,500,19,91.25,30,3,8,100,6,null
1000,500,192,88.27,21.43,2,5,58,3,null
1001,501,46,87.86,50,1,8,64,6,null
1002,501,88,85.42,23.08,2,5,82,3,null
1003,502,17,102.83,40,4,11,101,6,null
1004,502,68,96.89,20,4,11,51,3,null
1005,503,32,97.77,40,2,7,132,6,null
1006,503,148,79.47,20,0,1,32,1,null
1007,504,25,88.54,30,0,4,60,6,null
1008,504,185,81.14,27.27,3,4,37,3,null
1009,505,50,104.86,66.67,4,9,164,6,null
1010,505,194,76.59,0,0,1,0,0,null
1011,506,33,92.33,28.57,3,10,32,6,null
1012,506,42,91.55,21.05,3,10,130,4,null
1013,507,24,87.61,46.15,1,6,81,6,null
1014,507,195,78.48,50,0,3,36,1,null
1015,508,27,100.12,42.86,1,12,116,3,null
1016,508,44,95.61,46.15,6,10,71,6,null
1017,509,29,106.00,60,2,8,116,6,null
1018,509,174,89.29,25,0,5,32,1,null
1019,510,62,89.09,31.25,2,7,125,5,null
1020,510,34,96.70,37.5,3,7,129,6,null
1021,511,35,97.61,60,4,10,120,6,null
1022,511,196,88.27,60,1,7,70,3,null
1023,512,39,92.01,40,1,9,110,4,null
1024,512,36,94.84,42.86,3,9,126,6,null
1025,513,2,107.10,75,4,11,98,6,null
1026,513,86,96.24,33.33,2,5,48,1,null
1027,514,30,92.56,66.67,1,3,107,6,null
1028,514,43,92.31,100,0,8,80,2,null
1029,515,16,98.84,40,4,9,136,6,null
1030,515,19,97.05,60,3,5,100,3,null
1031,516,15,90.97,28.57,2,5,49,2,null
1032,516,46,96.02,46.15,2,5,95,6,null
1033,517,6,85.30,12.5,1,7,40,1,null
1034,517,17,87.40,60,1,7,110,6,null
1035,518,26,94.69,40,3,12,70,4,null
1036,518,18,99.24,50,5,9,120,6,null
1037,519,13,97.11,35.29,5,12,147,6,null
1038,519,32,93.93,37.5,5,10,87,3,null
1039,520,14,98.57,40,5,13,81,6,null
1040,520,25,100.20,20,3,9,105,4,null
1041,521,3,102.49,54.55,4,12,140,6,null
1042,521,50,92.92,38.46,3,8,97,5,null
1043,522,20,90.07,31.58,2,6,56,6,null
1044,522,33,83.98,25,2,6,130,2,null
1045,523,10,84.64,0,0,2,0,0,null
1046,523,24,101.33,50,3,7,86,6,null
1047,524,5,89.95,33.33,0,7,96,2,null
1048,524,44,100.38,60,3,9,40,6,null
1049,525,21,85.81,23.53,0,7,87,4,null
1050,525,34,88.57,27.27,2,7,111,6,null
1051,526,8,98.74,46.15,2,6,150,6,null
1052,526,35,93.56,75,4,11,41,3,null
1053,527,12,100.73,50,5,9,81,6,null
1054,527,36,94.82,40,0,4,92,2,null
1055,528,2,99.67,50,4,10,170,6,null
1056,528,30,95.90,33.33,2,11,47,3,null
1057,529,16,91.42,60,0,8,121,6,null
1058,529,46,89.84,44.44,1,6,145,4,null
1059,530,17,99.89,50,3,7,92,4,null
1060,530,18,99.17,35.29,5,11,67,6,null
1061,531,13,92.84,25,5,6,83,2,null
1062,531,14,102.72,60,3,14,110,6,null
1063,532,3,104.82,85.71,3,11,154,6,null
1064,532,2090.13,33.33,1,5,130,1,null
1065,533,24,99.96,40,5,14,164,6,null
1066,533,44,94.90,28.57,2,10,53,4,null
1067,534,9,98.37,36.36,3,10,40,4,null
1068,534,34,94.66,50,3,7,64,6,null
1069,535,8,99.72,44.44,2,9,100,4,null
1070,535,12,111.42,85.71,5,13,150,6,null
1071,536,2,95.79,50,3,12,86,6,null
1072,536,16,94.62,62.5,4,12,82,5,null
1073,537,18,97.50,75,1,6,78,6,null
1074,537,14,89.93,2,7,69,3,null
1075,538,3,105.20,100,2,10,157,6,null
1076,538,24,90.33,50,2,8,81,4,null
1077,539,34,96.69,33.33,3,10,62,5,null
1078,539,12,96.56,40,5,10,146,6,null
1079,540,2,95.78,57.14,2,8,81,4,null
1080,540,18,110.81,50,3,16,128,7,null
1081,541,3,104.37,58.33,5,9,91,7,null
1082,541,12,95.28,33.33,4,8,44,2,null
1083,542,3,95.98,42.11,2,10,106,8,null
1084,542,18,96.53,38.46,4,11,100,5,null
1085,543,1,113.50,66.67,3,15,100,6,null
1086,543,23,104.03,75,2,6,76,3,null
1087,544,3,95.53,66.67,0,9,120,6,null
1088,544,2,98.77,41.67,6,13,160,5,null
1089,545,9,100.05,75,0,7,72,6,null
1090,545,4,91.01,25,1,5,32,1,null
1091,546,8,106.74,50,5,10,144,6,null
1092,546,7,105.61,66.67,4,8,94,2,null
1093,547,1,98.22,40,2,10,120,6,null
1094,547,3,98.21,22.22,5,12,100,4,null
1095,548,9,86.51,66.67,0,2,76,2,null
1096,548,8,105.27,46.15,1,8,110,6,null
1097,549,1,102.64,30.77,2,12,155,4,null
1098,549,8,104.43,35.29,3,11,151,6,null
1099,550,25,92.02,40,1,8,91,6,null
1100,550,197,72.87,0,0,2,0,0,null
1101,551,28,84.74,30,1,4,38,3,null
1102,551,62,92.13,37.5,3,8,116,6,null
1103,552,70,91.85,25,2,3,96,1,null
1104,552,72,96.25,46.15,3,5,92,6,null
1105,553,34,92.02,33.33,0,9,102,6,null
1106,553,43,88.90,33.33,0,7,76,3,null
1107,554,42,95.93,50,4,11,61,6,null
1108,554,78,89.27,23.08,0,5,36,3,null
1109,555,74,88.87,37.5,0,9,126,6,null
1110,555,226,79.24,18.18,0,3,74,2,null
1111,556,29,89.58,37.5,0,5,112,6,null
1112,556,141,87.81,37.5,1,5,116,3,null
1113,557,39,95.83,85.71,2,9,160,6,null
1114,557,47,92.11,44.44,4,7,80,4,null
1115,558,83,88.82,27.78,2,8,81,5,null
1116,558,55,87.22,40,2,7,64,6,null
1117,559,32,106.18,42.86,2,8,132,6,null
1118,559,198,76.81,50,0,2,96,1,null
1119,560,31,86.08,35.29,1,8,113,6,null
1120,560,82,85.20,26.32,1,9,164,5,null
1121,561,26,95.21,50,1,10,108,5,null
1122,561,69,90.93,50,3,10,70,6,null
1123,562,35,83.55,33.33,1,3,148,2,null
1124,562,75,92.16,33.33,1,8,98,6,null
1125,563,64,96.96,54.55,3,9,135,6,null
1126,563,199,88.48,50,0,8,160,3,null
1127,564,46,97.52,55.56,1,10,78,5,null
1128,564,48,96.97,85.71,3,10,90,6,null
1129,565,24,92.77,54.55,1,8,56,6,null
1130,565,200,90.57,66.67,1,10,72,4,null
1131,566,6,96.69,50,3,8,80,3,null
1132,566,25,98.52,60,1,12,102,6,null
1133,567,27,100.13,66.67,2,6,170,6,null
1134,567,62,93.48,14.29,0,4,24,1,null
1135,568,15,100.63,66.67,2,9,97,6,null
1136,568,72,94.44,55.56,2,6,118,5,null
1137,569,12,105.11,46.15,8,13,157,6,null
1138,569,34,94.27,44.44,1,7,66,4,null
1139,570,23,90.26,15.38,2,6,47,2,null
1140,570,42,85.51,31.58,0,6,115,6,null
1141,571,17,99.36,40,3,10,123,6,null
1142,571,74,96.50,75,1,8,126,3,null
1143,572,7,105.09,35.29,2,8,124,6,null
1144,572,29,84.06,100,0,4,146,1,null
1145,573,19,102.13,50,4,11,85,4,null
1146,573,39,102.64,42.86,3,11,76,6,null
1147,574,4,104.54,30.77,6,16,138,4,null
1148,574,55,102.42,46.15,2,11,60,null
1149,575,18,94.25,25,1,6,20,1,null
1150,575,32,108.66,35.29,7,10,94,6,null
1151,576,16,89.37,40,1,10,70,6,null
1152,576,31,81.79,18.75,1,6,114,3,null
1153,577,14,100.44,40,2,9,107,6,null
1154,577,69,83.05,50,0,2,93,1,null
1155,578,10,94.27,40,2,11,90,6,null
1156,578,75,93.66,62.5,1,9,60,5,null
1157,579,30,77.13,17.65,1,8,120,6,null
1158,579,64,70.23,7.14,0,2,40,2,null
1159,580,13,94.14,50,3,10,52,6,null
1160,580,48,91.71,75,1,5,130,3,null
1161,581,20,92.11,14.29,3,7,42,1,null
1162,581,24,102.03,66.67,2,9,90,6,null
1163,582,25,92.65,16.67,2,6,61,1,null
1164,582,27,96.19,46.15,1,9,90,6,null
1165,583,15,92.20,41.67,5,9,102,5,null
1166,583,12,100.81,42.86,4,12,116,6,null
1167,584,42,94.01,83.33,2,8,68,5,null
1168,584,17,98.41,60,4,9,78,6,null
1169,585,7,98.09,54.55,3,9,56,6,null
1170,585,39,89.40,25,2,4,110,1,null
1171,586,55,97.28,36.36,1,5,60,4,null
1172,586,32,102.63,35.29,5,11,125,6,null
1173,587,16,93.28,33.33,2,10,96,5,null
1174,587,14,93.96,40,3,12,58,6,null
1175,588,10,100.20,31.58,4,15,95,6,null
1176,588,30,89.05,45.45,3,9,120,5,null
1177,589,13,96.64,30,1,7,142,3,null
1178,589,24,95.53,54.55,2,9,142,6,null
1179,590,27,89.27,27.27,2,6,96,3,null
1180,590,12,95.98,75,4,6,67,6,null
1181,591,17,107.78,60,5,12,153,6,null
1182,591,7,106.50,36.36,4,9,100,4,null
1183,592,32,101.89,44.44,2,10,68,4,null
1184,592,14,92.26,50,3,10,87,6,null
1185,593,10,90.58,25,1,5,124,1,null
1186,593,24,97.59,50,1,4,129,6,null
1187,594,12,87.53,26.09,1,14,87,6,null
1188,594,17,90.54,35,7,11,90,7,null
1189,595,14,91.93,58.33,5,8,107,7,null
